VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1CG1D,King,Kirkland,WA,98033.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
5YJSA1E22J,King,Kenmore,WA,98028.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.0
7SAYGDEE9P,Snohomish,Lake Stevens,WA,98258.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607.0
5YJ3E1EBXJ,King,Sammamish,WA,98074.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217.0
5YJ3E1EB3N,King,North Bend,WA,98045.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-121.7814012 47.4935316),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032705.0
5YJSA1E15F,King,Tukwila,WA,98168.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027200.0
KNDJX3AE2G,King,Kirkland,WA,98033.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.0
5YJ3E1EB7J,King,Seattle,WA,98122.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008600.0
KNDC3DLC6P,King,Renton,WA,98055.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025806.0
7SAYGDEEXN,King,Issaquah,WA,98027.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
5YJ3E1EB0M,King,Kent,WA,98042.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031704.0
5YJ3E1EAXP,Kitsap,Port Orchard,WA,98367.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092902.0
5UXTA6C01N,King,Bellevue,WA,98004.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801.0
1GYKPMRK3P,Kitsap,Bremerton,WA,98312.0,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700.0
KNDCE3LG9K,King,Seattle,WA,98125.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101.0
KM8K33AG4P,King,Tukwila,WA,98188.0,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
5YJXCAE23L,King,Bellevue,WA,98005.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
WB523CF00R,King,Seattle,WA,98104.0,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401.0
5YJ3E1EA4K,King,Federal Way,WA,98003.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.31327 47.32329),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030203.0
5YJ3E1EAXJ,Snohomish,Snohomish,WA,98290.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052203.0
1N4BZ0CP3H,King,Renton,WA,98058.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.1298876 47.4451257),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025704.0
5YJ3E1EA0J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904.0
1N4AZ1BV3N,King,Seattle,WA,98177.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
JTMEB3FVXM,Cowlitz,Silverlake,WA,98645.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.76217 46.30967),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001800.0
5YJ3E1EC5N,King,Shoreline,WA,98155.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300.0
5YJYGDEEXM,King,Burien,WA,98146.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700.0
1N4AZ1CP8J,King,Bellevue,WA,98006.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701.0
7SAYGAEE1P,King,Bellevue,WA,98005.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701.0
7SAYGDEF4N,King,Renton,WA,98056.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201.0
WBY43AW0XP,King,Seattle,WA,98101.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.33589 47.61099),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101.0
7SAYGDEE3P,King,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJYGDEE6M,King,Seattle,WA,98103.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005402.0
5YJ3E1EC5M,King,Kent,WA,98031.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405.0
1C4JJXP6XN,King,Bellevue,WA,98004.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701.0
7SAYGDEE9N,King,Bellevue,WA,98004.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
7SAYGDEF1P,Snohomish,Bothell,WA,98012.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061052005.0
7SAYGDEEXP,King,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EAXJ,King,Bellevue,WA,98007.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022804.0
3FA6P0PU3H,Clark,Battle Ground,WA,98604.0,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.53218 45.77945),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408.0
5YJ3E1EA7L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
5YJYGDEF2M,King,Seattle,WA,98112.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
7SAYGDEEXN,King,Kent,WA,98031.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403.0
2C4RC1S71M,King,Shoreline,WA,98155.0,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401.0
5YJ3E1EA5K,Clark,Vancouver,WA,98662.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703.0
5UXTA6C06N,King,Seattle,WA,98112.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0
7FCTGAAA8N,King,Bellevue,WA,98004.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
5YJ3E1EA5P,King,Bothell,WA,98011.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0
1N4AZ1CP1J,King,Kirkland,WA,98034.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
7SAYGDEFXN,King,Duvall,WA,98019.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-121.9810747 47.7377962),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.0
KM8K53AG8N,Cowlitz,Longview,WA,98632.0,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.9379953 46.1372997),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000902.0
5YJ3E1EB5N,King,Seatac,WA,98148.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
5YJ3E1EB3N,King,Kirkland,WA,98033.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
5UXTA6C0XP,King,Kirkland,WA,98033.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604.0
JA4T5VA94P,King,Tukwila,WA,98188.0,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
WVGUNPE21N,King,Kirkland,WA,98034.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
7SAYGDEE4P,Clark,Vancouver,WA,98682.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041330.0
7SAYGDEE9N,King,Burien,WA,98168.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027400.0
5UXTA6C07P,King,Kirkland,WA,98034.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
1G1FY6S06L,King,Seattle,WA,98122.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
JTMABABA0P,King,Tukwila,WA,98188.0,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
7PDSGABA9P,King,Seattle,WA,98112.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
5YJ3E1EA4P,King,Seatac,WA,98188.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100.0
WBA13AG06M,Kitsap,Bainbridge Island,WA,98110.0,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091002.0
7SAYGDEE8N,King,Seattle,WA,98133.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402.0
7SAYGDEEXN,King,Seatac,WA,98148.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
WVGUNPE23M,King,Bellevue,WA,98006.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
JTDKARFP5H,King,Federal Way,WA,98023.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.363215 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030101.0
5YJ3E1EA7M,King,Renton,WA,98058.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.1298876 47.4451257),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031910.0
5YJ3E1EA6P,King,Kirkland,WA,98034.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0
5YJ3E1EC6N,King,Auburn,WA,98092.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
5YJ3E1EA0J,King,Kent,WA,98031.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029307.0
7SAYGDEEXN,King,Seatac,WA,98148.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
5YJSA1E21G,King,Issaquah,WA,98029.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-121.999595 47.547635),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0
WMWXP3C07M,King,Auburn,WA,98092.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
7SAYGDEE7P,King,Seattle,WA,98109.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007101.0
JTJAAAAB8P,King,Kent,WA,98031.0,2023,LEXUS,RZ 450E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0
5YJSA1E54N,Kitsap,Poulsbo,WA,98370.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035940100.0
YV4BR0DM5N,Kitsap,Bainbridge Island,WA,98110.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700.0
1N4AZ1BPXL,King,Bellevue,WA,98004.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.0
1G1FW6S0XJ,King,Redmond,WA,98052.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330.0
1N4AZ0CP0F,Island,Freeland,WA,98249.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.544745 48.03024),PUGET SOUND ENERGY INC,53029971302.0
1N4AZ1CV9M,Clark,Vancouver,WA,98683.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310.0
5YJSA1E24J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002.0
1N4AZ1CP0J,King,Seattle,WA,98119.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001.0
3FA6P0PU5G,King,Auburn,WA,98092.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
1G1RC6S56H,King,Seattle,WA,98125.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100.0
3FMTK3SU3M,Clark,Battle Ground,WA,98604.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.53218 45.77945),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040504.0
7SAYGDEE4P,King,Bellevue,WA,98006.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.0
5YJ3E1EA9J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
WP0AB2Y10L,King,Bellevue,WA,98004.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0
YV4H60CV5P,Clark,Vancouver,WA,98686.0,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.6483953 45.7010427),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812.0
7SAYGAEE4P,King,Seattle,WA,98112.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
WVGGNPE20N,King,Seattle,WA,98112.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
5YJYGDEE6L,King,Bellevue,WA,98006.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007.0
WAUTPBFF7H,King,Bothell,WA,98011.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0
1N4BZ1CVXN,King,Renton,WA,98056.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025500.0
3FMTK3SU5N,King,Bellevue,WA,98006.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
2C4RC1L71P,King,Tukwila,WA,98188.0,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
5YJ3E1EA9K,King,Federal Way,WA,98003.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.31327 47.32329),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030203.0
7SAYGDEE1N,King,Seatac,WA,98148.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
1G1FX6S06H,Clark,Vancouver,WA,98661.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.641835 45.638545),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042602.0
JTMABABA6P,King,Seatac,WA,98148.0,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
5YJSA1CN0D,King,Seattle,WA,98117.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000.0
7SAYGDEE2N,King,Renton,WA,98056.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304.0
1G1RB6S56J,Kitsap,Kingston,WA,98346.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035940000.0
